id,commision_id/id,rama_id/id,code,name
0920030000010,A06,A0920030001,0920030000010,MATIZADORES   RETOCADORES
0920030000011,A06,A0920030001,0920030000011,ARMADORES / ENSAMBLADORES DEL SECTOR ARTESANÍAS
0920030000013,A06,A0920030001,0920030000013,LACADORES DE ARTESANÍAS
0920030000015,A06,A0920030001,0920030000015,TALLADOR - TORNERO ARTESANAL
0920030000016,A06,A0920030001,0920030000016,TAPIZADOR DE ARTESANÍAS
0920030000024,A06,A0920030002,0920030000024,OBRERO ARTESANAL 
0920030000025,A06,A0920030002,0920030000025,OPERADOR DE MAQUINA DE HILADO O TEJIDO ARTESANAL
1004172300130,A10,A1004172300,1004172300130,TRABAJADORES QUE MANEJAN MAQUINAS SIN MANIPULACION DE PRODUCTOS 
1004172300134,A10,A1004172300,1004172300134,"TRABAJADOR DE MANTENIMIENTO DE PRODUCCIÓN EN TEXTILES, CUERO Y C"
1004182000001,A10,A1004182000,1004182000001,ASISTENTES TECNICOS DE CURTIEMBRES Y TENERÍAS
1004182000002,A10,A1004182000,1004182000002,DESCARNADORES / DESCARNADORES MANUALES
1004182000004,A10,A1004182000,1004182000004,DIVIDIDORES
1004182000005,A10,A1004182000,1004182000005,"TRABAJADOR DE MANTENIMIENTO DE PRODUCCIÓN EN TEXTILES, CUERO Y C"
1004182000006,A10,A1004182000,1004182000006,GAMUZADORES
1004182000007,A10,A1004182000,1004182000007,JEFE DE BOMBOS
1004182000009,A10,A1004182000,1004182000009,PLANCHADOR DE CUERO
1004182000010,A10,A1004182000,1004182000010,PLANCHADORES DE SUELA
1004182000011,A10,A1004182000,1004182000011,RASPADORES
1004182000012,A10,A1004182000,1004182000012,SOPLETEADOR
1004182000014,A10,A1004182000,1004182000014,BODEGUEROS DE CURTIEMBRES Y TENERÍAS
1004182000015,A10,A1004182000,1004182000015,TRABAJADORES QUE MANEJAN MAQUINAS SIN MANIPULACION DE PRODUCTOS 
1004182000016,A10,A1004182000,1004182000016,PINTORES DE CURTIEMBRES Y TENERÍAS
1004182000021,A10,A1004182000,1004182000021,"TRABAJADOR DE TEXTILES, CUERO Y CALZADO"
1004182001043,A10,A1004182001,1004182001043,PATRONISTA MODELADOR
1004182001044,A10,A1004182001,1004182001044,CORTADOR A MANO DE PIEL
1004182001050,A10,A1004182001,1004182001050,TRABAJADORES QUE MANEJAN MAQUINAS SIN MANIPULACION DE PRODUCTOS 
1004182001066,A10,A1004182001,1004182001066,"BODEGUERO DE FABRICACIÓN DE CALZADO, CARTERAS, PRENDAS DE VESTIR"
1004182001070,A10,A1004182001,1004182001070,COMPOSTURERO
1004182001083,A10,A1004182001,1004182001083,TRABAJADORES QUE MANEJAN MAQUINAS CON MANIPULACION DE PRODUCTOS 
1004182009023,A10,A1004182009,1004182009023,"TRABAJADOR DE MANTENIMIENTO DE PRODUCCIÓN EN TEXTILES, CUERO Y C"
1004182009024,A10,A1004182009,1004182009024,BODEGUERO EN FABRICACIÓN DE ALFOMBRAS
1004182009026,A10,A1004182009,1004182009026,TRABAJADORES QUE MANEJAN MAQUINAS SIN MANIPULACION DE PRODUCTOS 
1004243002113,A10,A1004243002,1004243002113,TRABAJADORES QUE MANEJAN MAQUINAS CON MANIPULACION DE PRODUCTOS 
1004243002114,A10,A1004243002,1004243002114,"TRABAJADOR DE MANTENIMIENTO DE PRODUCCIÓN EN TEXTILES, CUERO Y C"
1004243002115,A10,A1004243002,1004243002115,TRABAJADORES QUE MANEJAN MAQUINAS SIN MANIPULACION DE PRODUCTOS 
1004261023106,A10,A1004261023,1004261023106,TRABAJADORES QUE MANEJAN MAQUINAS SIN MANIPULACION DE PRODUCTOS 
1004261023109,A10,A1004261023,1004261023109,BODEGUERO DE FABRICACIÓN DE COLCHONES
1004292603120,A10,A1004292603,1004292603120,"DISEÑADOR, DIBUJANTE Y ELABORADOR DE MOLDES"
1004292603122,A10,A1004292603,1004292603122,TRABAJADORES QUE MANEJAN MAQUINAS SIN MANIPULACION DE PRODUCTOS 
1004292603126,A10,A1004292603,1004292603126,BODEGUERO DE CONFECCIÓN DE PRENDAS DE VESTIR Y OTRAS MANUFACTURA
1004369911033,A10,A1004369911,1004369911033,"TRABAJADOR DE MANTENIMIENTO DE PRODUCCIÓN EN TEXTILES, CUERO Y C"
1004369911040,A10,A1004369911,1004369911040,"TRABAJADORES DE LLENADO Y ESCOGITAMIENTO DE DISCOS Y PRODUCTOS, "
1004369911087,A10,A1004369912,1004369911087,TRABAJADORES QUE MANEJAN MAQUINAS CON MANIPULACION DE PRODUCTOS 
1004369911088,A10,A1004369912,1004369911088,TRABAJADORES QUE MANEJAN MAQUINAS SIN MANIPULACION DE PRODUCTOS 
1004369911094,A10,A1004369912,1004369911094,"BODEGUERO DE FABRICACIÓN DE BOTONES, BROCHES DE PRESIÓN Y CIERRE"
1004369911101,A10,A1004369912,1004369911101,COLOCADORA DE CURSORES
1004369911102,A10,A1004369912,1004369911102,"COLOCADORA DE TERMINALES SUPERIORES, INFERIORES Y/O SEPARABLES"
1004369911103,A10,A1004369912,1004369911103,"CONTADORA, ARMADORA, CHEQUEADORA, O EMPACADORA DE CIERRES"
1004369911104,A10,A1004369912,1004369911104,EMBOBINADORA Y COSEDORA DE CORDEL
1010000007009,A10,A1010000007,1010000007009,"BODEGUERO DE HILADO, TEJIDO Y ACABADOS TEXTILES"
1010000008012,A10,A1010000008,1010000008012,BODEGUERO DE CORDELERÍA
1020000000001,A10,A1020000000,1020000000001,"TRABAJADOR DE TEXTILES, CUERO Y CALZADO"
1020000000002,A10,A1020000000,1020000000002,"TRABAJADOR DE MANTENIMIENTO DE PRODUCCIÓN EN TEXTILES, CUERO Y C"
1020000003003,A10,A1020000003,1020000003003,"TRABAJADOR DE TEXTILES, CUERO Y CALZADO"
1020000004004,A10,A1020000004,1020000004004,"TRABAJADOR DE TEXTILES, CUERO Y CALZADO"
1020000005005,A10,A1020000005,1020000005005,"TRABAJADOR DE MANTENIMIENTO DE PRODUCCIÓN EN TEXTILES, CUERO Y C"
1020000005006,A10,A1020000005,1020000005006,"TRABAJADOR DE TEXTILES, CUERO Y CALZADO"
1020000006007,A10,A1020000006,1020000006007,"TRABAJADOR DE TEXTILES, CUERO Y CALZADO"
1020000006008,A10,A1020000006,1020000006008,"TRABAJADOR DE MANTENIMIENTO DE PRODUCCIÓN EN TEXTILES, CUERO Y C"
1020000007010,A10,A1020000007,1020000007010,"TRABAJADOR DE TEXTILES, CUERO Y CALZADO"
1020000008011,A10,A1020000008,1020000008011,"TRABAJADOR DE TEXTILES, CUERO Y CALZADO"
1104341000001,A11,A1104341001,1104341000001,SUPERVISOR AUTOMOTRIZ
1104341000002,A11,A1104341001,1104341000002,COORDINADOR DE PRODUCCIÓN AUTOMOTRIZ
1104341000003,A11,A1104341001,1104341000003,INSPECTOR / CONTROL DE CALIDAD
1104341000004,A11,A1104341001,1104341000004,RETOCADOR AUTOMOTRIZ
1104341000007,A11,A1104341001,1104341000007,FORRADOR AUTOMOTRIZ
1104341000008,A11,A1104341001,1104341000008,ENDEREZADOR  AUTOMOTRIZ
1104341000010,A11,A1104341001,1104341000010,MECANICO AUTOMOTRIZ
1104341000011,A11,A1104341001,1104341000011,MECANICO DE MANTENIMIENTO / ELECTROMECANICO
1104341000017,A11,A1104341001,1104341000017,"TAPICERO, FOSFATEADOR, SELLADOR, LIJADOR, OBRERO, REPARTIDO DE M"
1107502000020,A11,A1107502000,1107502000020,ELECTRICISTA AUTOMOTRIZ
1107502000023,A11,A1107502000,1107502000023,MECANICO EN CAJA Y TRANSMISION
1107502000024,A11,A1107502000,1107502000024,MECANICO EN CERRADURAS Y VIDRIOS
1107502000025,A11,A1107502000,1107502000025,MECANICO EN FORJA
1107502000026,A11,A1107502000,1107502000026,MECANICO EN FRENOS Y SUSPENSION
1107502000027,A11,A1107502000,1107502000027,MECANICO EN MOTORES
1107502000028,A11,A1107502000,1107502000028,MECANICO EN SISTEMAS DE ESCAPE
1107502000029,A11,A1107502000,1107502000029,MECANICO EN SISTEMAS DE INYECCION
1107502000030,A11,A1107502000,1107502000030,MECANICO LUBRICADOR
1107502000031,A11,A1107502000,1107502000031,MECANICO RECTIFICADOR
1107502000045,A11,A1107502000,1107502000045,"AYUDANTE DE MECANICA DE MOTORES: SISTEMAS DE INYECCIÓN, RECTIFIC"
1107502000046,A11,A1107502000,1107502000046,"AYUDANTE DE MECANICA GENERAL: CAJA Y TRANSMISIÓN, CERRADURAS Y V"
1107502000047,A11,A1107502000,1107502000047,AYUDANTE DE PINTOR
1107502000048,A11,A1107502000,1107502000048,AYUDANTE DE SOLDADOR
1107502000049,A11,A1107502000,1107502000049,AYUDANTE DE VULCANIZADOR
1110000000001,A11,A1110000000,1110000000001,MONTACARGUISTA  AUTOMOTRIZ
1110000000002,A11,A1110000000,1110000000002,OPERARIO DE MANTENIMIENTO INDUSTRIAL
1110000000003,A11,A1110000000,1110000000003,SOLDADOR AUTOMOTRIZ
1120000000004,A11,A1120000000,1120000000004,CALIBRADOR EN VEHÍCULOS
1120000000006,A11,A1120000000,1120000000006,PINTOR AUTOMOTRIZ
1120000000007,A11,A1120000000,1120000000007,TAPIZADOR EN VEHÍCULOS
1120000000008,A11,A1120000000,1120000000008,VENDEDOR DE VEHÍCULOS
1130000000009,A11,A1130000000,1130000000009,OPERARIO DE PRODUCCIÓN DE ENSAMBLADORA AUTOMOTRIZ
1209642000004,A12,A1209642000,1209642000004,DIRECTOR DE TELECOMUNICACIONES / JEFE DE AREA.
1209642000005,A12,A1209642000,1209642000005,SUPERVISOR GENERAL DE TELECOMUNICACIONES
1209642000006,A12,A1209642000,1209642000006,"SUPERVISOR DE SISTEMAS, DESARROLLO, TECNOLOGÍA Y PROYECTOS"
1209642000007,A12,A1209642000,1209642000007,ARQUITECTO DE SOFTWARE
1209642000008,A12,A1209642000,1209642000008,SUPERVISOR DE DISEÑO DE SOFTWARE
1209642000009,A12,A1209642000,1209642000009,ADMINISTRADOR DE BASE DE DATOS
1209642000010,A12,A1209642000,1209642000010,ESPECIALISTA DE TELECOMUNICACIONES
1209642000011,A12,A1209642000,1209642000011,SUPERVISOR DE PLATAFORMAS / EQUIPO DE VOZ Y DATOS
1209642000014,A12,A1209642000,1209642000014,TÉCNICO OPERADOR DE RADAR
1209642000015,A12,A1209642000,1209642000015,TÉCNICO DE REDES DE DATOS
1209642000016,A12,A1209642000,1209642000016,PROGRAMADOR EN TELECOMUNICACIONES
1209642000017,A12,A1209642000,1209642000017,ANÁLISTA DE SOFTWARE
1209642000018,A12,A1209642000,1209642000018,TESTER DE SOFTWARE
1209642000019,A12,A1209642000,1209642000019,PROGRAMADOR Y DISEÑADOR MULTIMEDIA/WEB
1209642000020,A12,A1209642000,1209642000020,TÉCNICO EN MANTENIMIENTO DE SERVIDORES
1209642000022,A12,A1209642000,1209642000022,TECNICO INSTALADOR DE SERVICIOS AGREGADOS
1209642000023,A12,A1209642000,1209642000023,OPERADOR DE LOCUTORIO / CYBER / CENTRO DE LLAMADAS
1209642000024,A12,A1209642000,1209642000024,TÉCNICO DE FIBRA ÓPTICA/ COBRE / EMPALMADOR
1209642000025,A12,A1209642000,1209642000025,TÉCNICO EN MANTENIMIENTO DE COMPUTADORAS
1209642000027,A12,A1209642000,1209642000027,TÉCNICO DE CENTRALES TELEFONICAS
1209642000028,A12,A1209642000,1209642000028,TECNICO DE TRANSMISIONES
1209642000029,A12,A1209642000,1209642000029,TECNICO CONETORIZADOR DE EQUIPO
1209642000033,A12,A1209642000,1209642000033,TECNICO DE PLANTA EXTERNA / CABLISTA / INSTALADOR
1209642000034,A12,A1209642000,1209642000034,ASISTENTE/ AYUDANTE/ INSTALADOR AUXILIAR DE TELECOMUNICACIONES 
1209642004001,A12,A1209642000,1209642004001,DIRECTORES/GERENTES /AFINES DE TELEFONÍA MOVIL
1209642004002,A12,A1209642000,1209642004002,JEFES DE TELECOMUNICACIONES DE TELEFONÍA MÓVIL
1209642004003,A12,A1209642000,1209642004003,JEFES DE SISTEMAS/COMPUTACIONALES DE TELEFONÍA MÓVIL
1209642004004,A12,A1209642000,1209642004004,JEFES ADMINISTRATIVOS/FINANCIEROS/JURIDICOS DE TELEFONÍA MÓVIL
1209642004005,A12,A1209642000,1209642004005,JEFES DE AUDITORIA/ASEGURAMIENTO Y CONTROL CELULAR DE TELEFONÍA MÓVI
1209642004006,A12,A1209642000,1209642004006,JEFES DE SOPORTE/OPERATIVO DE TELEFONÍA MÓVIL
1209642004007,A12,A1209642000,1209642004007,JEFES DE VENTAS Y SERVICIO DE TELEFONÍA MÓVIL
1209642004008,A12,A1209642000,1209642004008,ESPECIALISTAS/SENIOR DE TELECOMUNICACIONES DE TELEFONÍA MÓVIL
1209642004009,A12,A1209642000,1209642004009,ESPECIALISTAS/SENIOR DE SISTEMAS DE TELEFONÍA MÓVIL
1209642004010,A12,A1209642000,1209642004010,ANALISTAS DE SISTEMAS / TELECOMUNICACIONES DE TELEFONÍA MÓVIL
1209642004011,A12,A1209642000,1209642004011,ABOGADO DE TELEFONÍA MÓVIL
1209642004012,A12,A1209642000,1209642004012,AUDITOR/FISCALIZADOR DE TELEFONÍA MÓVIL
1209642004013,A12,A1209642000,1209642004013,INGENIERO DE SEGURIDAD INFORMATICA DE TELEFONÍA MÓVIL
1209642004014,A12,A1209642000,1209642004014,SUPERVISOR DE TELEFONÍA MÓVIL
1209642004015,A12,A1209642000,1209642004015,COORDINADOR DE TELEFONÍA MÓVIL
1209642004016,A12,A1209642000,1209642004016,INGENIERO DE SOPORTE DE NEGOCIOS DE TELEFONÍA MÓVIL
1209642004017,A12,A1209642000,1209642004017,INGENIERO DE PROCESOS/PROYECTOS DE TELEFONÍA MÓVIL
1209642004018,A12,A1209642000,1209642004018,TRABAJADORA SOCIAL DE TELEFONÍA MÓVIL
1209642004019,A12,A1209642000,1209642004019,ASESOR/EJECUTIVO/AGENTE DE VENTAS CORPORATIVOS DE TELEFONÍA MÓVIL
1209642004020,A12,A1209642000,1209642004020,ANALISTAS FINANCIERO/ADMINISTRATIVO DE TELEFONÍA MÓVIL
1209642004021,A12,A1209642000,1209642004021,ANALISTAS DE SOPORTE/OPERATIVO DE TELEFONÍA MÓVIL
1209642004022,A12,A1209642000,1209642004022,ANALISTAS DE VENTAS Y SERVICIO DE TELEFONÍA MÓVIL
1209642004023,A12,A1209642000,1209642004023,EJECUTIVO/AGENTE/ASESOR DE VENTAS PYME DE TELEFONÍA MÓVIL
1209642004024,A12,A1209642000,1209642004024,GESTOR DE COBRANZA DE TELEFONÍA MÓVIL
1209642004025,A12,A1209642000,1209642004025,ASESOR/ASISTENTE/AGENTE DE SERVICIO AL CLIENTE DE TELEFONÍA MÓVIL
1209642004026,A12,A1209642000,1209642004026,AGENTE DE CALIDAD / CAPACITADORES DE TELEFONÍA MÓVIL
1209642004027,A12,A1209642000,1209642004027,ASISTENTES FINANCIERO/ADMINISTRATIVO DE TELEFONÍA MÓVIL
1209642004028,A12,A1209642000,1209642004028,ASISTENTES DE SOPORTE/OPERATIVO DE TELEFONÍA MÓVIL
1209642004029,A12,A1209642000,1209642004029,ASISTENTES DE VENTAS DE TELEFONÍA MÓVIL
1209642004030,A12,A1209642000,1209642004030,SECRETARIA/ASISTENTES DEPARTAMENTALES DE TELEFONÍA MÓVIL
1209642004031,A12,A1209642000,1209642004031,CAJERO  DE TELEFONÍA MÓVIL
1209642004032,A12,A1209642000,1209642004032,OPERADOR DE  CONTAC CENTER/CALL CENTER DE TELEFONÍA MÓVIL
1209642004033,A12,A1209642000,1209642004033,OPERADOR DE CONMUTADOR/PBX DE TELEFONÍA MÓVIL
1209642004034,A12,A1209642000,1209642004034,AUXILIAR/ASISTENTE DE BODEGA DE TELEFONÍA MÓVIL
1209642004035,A12,A1209642000,1209642004035,AUXILIAR/ASISTENTE DE SERVICIOS GENERALES DE TELEFONÍA MÓVIL
1209642004036,A12,A1209642000,1209642004036,CHOFER/CONDUCTOR DE TELEFONÍA MÓVIL
1209642004037,A12,A1209642000,1209642004037,CONSERJE/MENSAJERO/PORTERO  DE TELEFONÍA MÓVIL
1210000000004,A12,A1210000000,1210000000004,ANALISTA DE REDES
1210000000005,A12,A1210000000,1210000000005,ANALISTA DE SISTEMAS / TELECOMUNICACIONES
1210000000006,A12,A1210000000,1210000000006,ESPECIALISTA FUNCIONAL
1210000000007,A12,A1210000000,1210000000007,PROGRAMADOR SEMI SENIOR DE SOFTWARE
1220000000001,A12,A1220000000,1220000000001,ANALISTA DE INVESTIGACION Y DESARROLLO DE HARDWARE Y SOFTWARE
1220000000002,A12,A1220000000,1220000000002,ANALISTA/CONTROLLER DE CALIDAD DE SOFTWARE
1220000000008,A12,A1220000000,1220000000008,TÉCNICO EN SISTEMAS SATELITALES
1220000000009,A12,A1220000000,1220000000009,TÉCNICO EN CABLEADO ESTRUTURADO
1220000000010,A12,A1220000000,1220000000010,TÉCNICO EN SEGURIDAD ELECTRÓNICA
1220000000012,A12,A1220000000,1220000000012,ASISTENTE /AYUDANTE/AUXILIAR /INSTALADOR DE SISTEMAS
1220030000001,A12,A1220030000,1220030000001,INGENIERO ELECTRÓNICO ESPECIALISTA EN MANTENIMIENTO
1220030001002,A12,A1220030001,1220030001002,TÉCNICO EN ENSAMBLAJE Y MANTENIMIENTO DE EQUIPOS DE COMPUTACIÓN 
1220030002003,A12,A1220030002,1220030002003,TÉCNICO DE HELP DESK 
1230000000003,A12,A1230000000,1230000000003,SUPERVISOR DE PLANTA EXTERNA / SEGURIDAD ELECTRÓNICA / CABLEADO 
1230000000011,A12,A1230000000,1230000000011,PROGRAMADOR JUNIOR DE SOFTWARE
1305401000001,A13,A1305401000,1305401000001,GERENTE DE PLANTA
1305401000002,A13,A1305401000,1305401000002,SUPERINTENDENTE DE PLANTA DE OPERACIONES
1305401000003,A13,A1305401000,1305401000003,JEFE DE MANTENIMIENTO
1305401000004,A13,A1305401000,1305401000004,JEFE/COORDINADOR DE PLANTA DE AGUA
1305401000007,A13,A1305401000,1305401000007,INSTRUMENTISTA
1305401000011,A13,A1305401000,1305401000011,TABLERISTA
1305401000012,A13,A1305401000,1305401000012,AYUDANTE  INSTRUMENTISTA
1305401000018,A13,A1305401000,1305401000018,AYUDANTE DE PLANTA DE AGUA
1305401000019,A13,A1305401000,1305401000019,OPERADOR DE MAQUINAS
1310000000001,A13,A1310000000,1310000000001,JEFE DE PLANTA DE GLP
1320000000002,A13,A1320000000,1320000000002,COORDINADOR DE PRODUCCION DE GLP
1320000000006,A13,A1320000000,1320000000006,OBRERO DE ENVASADO DE GLP
1320000000007,A13,A1320000000,1320000000007,OBRERO DE PATIO DE GLP
1320000000008,A13,A1320000000,1320000000008,OBRERO DE TALLER DE CILINDROS DE GLP
1320000000009,A13,A1320000000,1320000000009,OPERADOR DE PLANTA DE GLP
1330000000003,A13,A1330000000,1330000000003,JEFE DE TALLER DE CILINDROS DE GLP
1330000000004,A13,A1330000000,1330000000004,SUPERVISOR DE PLANTA DE GLP
1330000000005,A13,A1330000000,1330000000005,SUPERVISOR DE TALLER DE CILINDROS DE GLP
1404269909027,A14,A1404269909,1404269909027,"OPERADOR DE BOMBA IMPULSORA DE HORMIGON, EQUIPOS MOVILES DE PLAN"
1404269909030,A14,A1404269909,1404269909030,PREPARADOR DE MEZCLA DE MATERIAS PRIMAS
1404269909032,A14,A1404269909,1404269909032,TUBERO
1404269909033,A14,A1404269909,1404269909033,RESANADOR EN GENERAL
1404269909034,A14,A1404269909,1404269909034,TINERO DE PASTA DE AMIANTO
1406452000001,A14,A1406452000,1406452000001,INSPECTOR DE OBRA
1406452000002,A14,A1406452000,1406452000002,LABORATORISTA
1406452000003,A14,A1406452000,1406452000003,MAESTRO MAYOR
1406452000008,A14,A1406452000,1406452000008,TOPOGRAFO
1406452000009,A14,A1406452000,1406452000009,DIBUJANTE
1406452000013,A14,A1406452000,1406452000013,PERFORADOR
1406452000014,A14,A1406452000,1406452000014,PERFILERO
1406452000019,A14,A1406452000,1406452000019,"ALBANIL, OPERADOR DE EQUIPO LIVIANO, PINTOR, FIERRERO, CARPINTER"
1406452000023,A14,A1406452000,1406452000023,PEON
1406455000042,A14,A1406455000,1406455000042,AUTO-TREN CAMA BAJA (TRAYLER)
1406455000043,A14,A1406455000,1406455000043,"CARGADORA FRONTAL (PAYLOADER, SOBRE RUEDAS U ORUGAS)"
1406455000044,A14,A1406455000,1406455000044,DRAGA / DRAGLINE
1406455000045,A14,A1406455000,1406455000045,EXCAVADORA
1406455000046,A14,A1406455000,1406455000046,FRESADORA DE PAVIMENTO ASFALTICO
1406455000047,A14,A1406455000,1406455000047,GRUA ESTACIONARIA
1406455000048,A14,A1406455000,1406455000048,GRUA PUENTE DE ELEVACION
1406455000049,A14,A1406455000,1406455000049,MECANICO DE EQUIPO PESADO CAMINERO
1406455000050,A14,A1406455000,1406455000050,MOTO NIVELADORA
1406455000051,A14,A1406455000,1406455000051,MOTOTRAILLA
1406455000052,A14,A1406455000,1406455000052,PALA DE CASTILLO
1406455000053,A14,A1406455000,1406455000053,PLANTA DE EMULSION ASFALTICA
1406455000054,A14,A1406455000,1406455000054,RECICLADORA DE PAVIMENTO ASFALTICO
1406455000055,A14,A1406455000,1406455000055,RETROEXCAVADORA
1406455000057,A14,A1406455000,1406455000057,SQUIDER
1406455000060,A14,A1406455000,1406455000060,"TRACTOR DE CARRILES O RUEDAS (BULLDOZER,TOPADOR, ROTURADOR, MALA"
1406455000061,A14,A1406455000,1406455000061,TRACTOR TIENDE TUBOS (SIDE BONE)
1406455000062,A14,A1406455000,1406455000062,MAQUINA PARA SELLOS ASFALTICOS
1406455000063,A14,A1406455000,1406455000063,ACABADORA DE PAVIMENTO ASFALTICO
1406455000064,A14,A1406455000,1406455000064,ACABADORA DE PAVIMENTO DE HORMIGON
1406455000065,A14,A1406455000,1406455000065,BARREDORA  AUTOPROPULSADA
1406455000066,A14,A1406455000,1406455000066,BOMBA LANZADORA DE CONCRETO
1406455000067,A14,A1406455000,1406455000067,CALDERO PLANTA ASFALTICA
1406455000068,A14,A1406455000,1406455000068,CAMION DE CARGA FRONTAL
1406455000069,A14,A1406455000,1406455000069,COMPRESOR
1406455000070,A14,A1406455000,1406455000070,DISTRIBUIDOR DE AGREGADOS
1406455000071,A14,A1406455000,1406455000071,DISTRIBUIDOR DE ASFALTO
1406455000072,A14,A1406455000,1406455000072,GRADA ELEVADORA
1406455000073,A14,A1406455000,1406455000073,MARTILLO PUNZON NEUMATICO
1406455000076,A14,A1406455000,1406455000076,OPERADOR DE TRACK DRILL
1406455000077,A14,A1406455000,1406455000077,OPERADOR RESPONSABLE DE PLANTA ASFALTICA
1406455000078,A14,A1406455000,1406455000078,OPERADOR RESPONSABLE DE PLANTA HORMIGONERA
1406455000079,A14,A1406455000,1406455000079,OPERADOR RESPONSABLE DE PLANTA TRITUTADORA
1406455000080,A14,A1406455000,1406455000080,RODILLO AUTOPROPULSADO
1406455000081,A14,A1406455000,1406455000081,"TRACTOR DE RUEDAS (BARREDORA, CEGADORA, RODILLO REMOLCADO, FRANJ"
1406455000085,A14,A1406455000,1406455000085,ENGRASADOR O ABASTECEDOR RESPONSABLE EN CONSTRUCCION
1406455000086,A14,A1406455000,1406455000086,OBRERO ESPECIALIZADO EN ELABORACIÓN DE PREFABRICADOS DE HORMIGÓN
1406455000087,A14,A1406455000,1406455000087,PARQUETEROS Y COLOCADORES DE PISOS
1406455000088,A14,A1406455000,1406455000088,PINTOR DE EXTERIORES YCOLOCADORES DE PISOS
1406455000089,A14,A1406455000,1406455000089,PINTOR EMPAPELADOR
1406455000090,A14,A1406455000,1406455000090,MAMPOSTERO
1406455000091,A14,A1406455000,1406455000091,PLOMERO
1410000000001,A14,A1410000000,1410000000001,INGENIERO ELÉCTRICO 
1410000000003,A14,A1410000000,1410000000003,OPERADOR DE PERFORADORA DE BRAZOS MULTIPLES (JUMBO)
1410000000004,A14,A1410000000,1410000000004,OPERADOR MAQUINA TUNELADORA (TOPO)
1410000000005,A14,A1410000000,1410000000005,OPERADOR DE CAMION SISTERNA PARA  CEMENTO Y ASLFALTO
1410000000006,A14,A1410000000,1410000000006,"OPERADOR DE CAMION ARTICULADO, CON VOLTEO "
1410000000007,A14,A1410000000,1410000000007,OPERADOR DE CAMION MEZCLADOR PARA MICROPAVIMENTOS
1410000000008,A14,A1410000000,1410000000008,MAESTRO  ELECTRICO/LINIERO/SUBESTACIONES
1410000000009,A14,A1410000000,1410000000009,OPERADOR DE MÁQUINA EXTENDEDORA DE ADOQUÍN
1410000000010,A14,A1410000000,1410000000010,OPERADOR DE MÁQUINA SANJADORA
1410000000011,A14,A1410000000,1410000000011,OPERADOR DE CONCRETERA RODANTE / MIGSER
1410000000016,A14,A1410000000,1410000000016,RESIDENTE DE OBRA
1410000000017,A14,A1410000000,1410000000017,INGENIERO SANITARIO
1420000000010,A14,A1420000000,1420000000010,OPERADOR  TERMOFORMADO
1420000000011,A14,A1420000000,1420000000011,OPERADOR MINIEXCAVADORA/MINICARGADORA CON SUS ADITAMENTOS
1420000000012,A14,A1420000000,1420000000012,OPERADOR DE CAMION DE VOLTEO SIN ARTICULACIÓN
1420000000013,A14,A1420000000,1420000000013,TÉCNICO EN CARPINTERÍA
1420000000014,A14,A1420000000,1420000000014,TÉCNICO EN MANTENIMIENTO DE VIVIENDAS Y EDIFICIOS
1420000000015,A14,A1420000000,1420000000015,TÉCNICO EN ALBAÑILERÍA
1420000000016,A14,A1420000000,1420000000016,TÉCNICO EN OBRAS CIVÍLES
1430000000002,A14,A1430000000,1430000000002,SUPERVISOR ELÉCTRICO GENERAL
1430000000003,A14,A1430000000,1430000000003,SUPERVISOR SANITARIO GENERAL
1430000000013,A14,A1430000000,1430000000013,MECANICO DE EQUIPO LIVIANO
1430000000015,A14,A1430000000,1430000000015,OPERADOR MAQUINA ESTACIONARIA CLASIFICADORA DE MATERIAL
1507500000001,A15,A1507500000,1507500000001,JEFE DE COBRANZAS
1507500000002,A15,A1507500000,1507500000002,JEFE DE ADMINISTRACION
1507500000003,A15,A1507500000,1507500000003,JEFE DE COMPRAS
1507500000004,A15,A1507500000,1507500000004,JEFE DE IMPORTACIONES
1507500000005,A15,A1507500000,1507500000005,JEFE DE DISTRIBUCIÓN
1507500000009,A15,A1507500000,1507500000009,JEFE DE VENTAS/POSTVENTA
1507500000010,A15,A1507500000,1507500000010,SUPERVISOR DE VENTAS
1507500000011,A15,A1507500000,1507500000011,ANALISTA DE ADMINISTRACION
1507500000012,A15,A1507500000,1507500000012,ANALISTA  FINANCIERO/CREDITO/COBRANZAS
1507500000027,A15,A1507500000,1507500000027,VENDEDOR JUNIOR / EJECUTIVO DE VENTAS JUNIOR AL POR MAYOR Y MENO
1510000000001,A15,A1510000000,1510000000001,VENDEDOR SENIOR / EJECUTIVO DE VENTAS SENIOR AL POR MAYOR Y MENO
1510000000002,A15,A1510000000,1510000000002,ASESOR DE POSTVENTA
1510000000003,A15,A1510000000,1510000000003,DESPACHADOR DE TERMINAL
1520000000004,A15,A1520000000,1520000000004,JEFE DE PISTA
1520000000005,A15,A1520000000,1520000000005,DESPACHADOR  COMBUSTIBLE/ISLERO
1520000000006,A15,A1520000000,1520000000006,AYUDANTE DE MECÁNICA
1520000000007,A15,A1520000000,1520000000007,VULACANIZADOR
1608551004017,A16,A1608551004,1608551004017,AMA DE LLAVES (Establecimientos categoría Lujo)
1608551004018,A16,A1608551004,1608551004018,AMA DE LLAVES (Establecimientos categoría Primera)
1608551004019,A16,A1608551004,1608551004019,AMA DE LLAVES (Establecimientos categoría Segunda)
1608551004020,A16,A1608551004,1608551004020,AMA DE LLAVES (Establecimientos categoría Tercera y Cuarta)
